Timestamp,Service_Title,Service_Description,Word_Count,Label,Numerical_Label,Statistics,Statistics
6/19/2022 23:45:17,Climater,A maintenance assessment service that determines if service is required for a drone or robotaxi and whether or not the maintence is critical or can be done at a later time.,31,Weather,3,Minimum Length,20
6/20/2022 17:24:48,Excel Weather,"An open source CAT measuring service that is free to use and open source. This service provides realtime, highly accurate weather data.",22,Weather,3,Mode,21
6/20/2022 17:29:39,Forseer,A glaze cleaning service available in vertiports for VTOL autonomous vehicles. Ideal for vertiports located in harsher climates with heavy traffic. ,21,Weather,3,Highest Frequency Word,
6/20/2022 17:31:27,Wundertune,A unit conversion service designed for optimal imperial and metric exchanges for internationally traveling autonomous vehicle fueling and tuning. This is a basic free to use service.,27,Ground Operations,2,Number of Valid Datapoints,423
6/20/2022 17:33:17,Eterna,Proprietary microbarograph calculations software. The Eterna microbarograph must be installed in the vehicle for this service to be available and functional.,21,Weather,3,Number of Lower Datapoints,0
6/20/2022 17:48:43,Cepton,"A general ground station weather data service providing information on temperature, currents, shear, precipitation, and more all packaged in an optimized format for low bandwidth distribution.",26,Weather,3,Number of Longer Datapoints,0
6/20/2022 17:52:40,Layers,A cloud classification service that uses onboard cameras and satellite weather imagery to classify clouds into their respective types for cloud formation modeling.,23,Weather,3,Number Missing,51
6/20/2022 17:54:44,EnigmaStorm,"Sector visibility measuring service that utilizes onboard hardware to determine if the sector visibility may be impacted by smog, sea smoke, or clouds",23,Weather,3,Average Number of Sentences,0.882
6/20/2022 17:56:05,Ready Weather,"A free, immediate general weather data service that provides topological wind sheer mapping, highlights squall lines, and generates heat maps of storms using onboard sensors and satellite data.",28,Weather,3,,
6/20/2022 18:19:30,Zynth,"Standard weather package for Class C airspace that measures temperature, wind direction and speed, cloud cover and layers, visibility, ceiling height, and precipitation amount.",24,Weather,3,,
6/20/2022 18:30:05,Foourcast Weather,"Basic weather data package including barometric data, cloud scatter and visbility, humidity, wind speed, and precipitation levels that can be requested at any time of the day.",27,Weather,3,,
6/20/2022 18:31:29,WeatherWidget,"The go to weather information service that includes the most accurate, real time information on barometric pressure readings, storm formations, wind speed and direction, and temperature.",26,Weather,3,,
6/21/2022 17:25:48,Flight Track,"A high resolution tracking service that uses onboard sensors, radio, RADAR, and satellite combined with ADS[ICAO] for extremely high resolution flight tracking. This service is best suited for smaller vehicles. ",30,Flight Operations,1,,
6/21/2022 17:45:54,New York Air Space,"Full scale model of NY airspace region with details about every aircraft, drone, and robotaxi currently operating including its operational scope, flight path, and priority.",25,Flight Operations,1,,
6/21/2022 17:51:58,PrecipitationCheck,A service that recalls the precipitation from a year for a city to predict the average rainfall for the next year. This service is designed to ,26,Weather,3,,
6/21/2022 22:50:04,80 Degrees,"Altitude fine-tuning software that calculates corrected altitude based on true, radar, and indicated altitude measurements. Best for drones with limited unreliable altitude sensors.",23,Flight Operations,1,,
6/21/2022 23:01:51,Alt-itude,On vehicle anemometer that produces wind vectors. This service uses specialized hardware for measurements and signal processing techniques to remove the aircrafts movement and propeller wind for accurate wind speed and direction calculations.,33,Flight Operations,1,,
6/21/2022 23:10:42,Stormmetrics,"Basic weather dossier bundle containing barometric data, cloud disperse and visbility, dampness, wind speed, and rainfall levels optimized for cellular communication.",21,Weather,3,,
6/21/2022 23:32:22,Map Query,An AFP for airspace conflict resolution in standard and SAA designated aerodromes. This is a higher end reasoning service connected directly to the DRF fabric and ATC.,27,Flight Operations,1,,
6/21/2022 23:34:13,Parances,An automated mutual-assisstance vessel rescue system for small drones and autonomous vehicles not exceeding 1200 lbs. This service automatically sends recovery vehicles and equipments ot lightweight damaged vehicles.,28,Emergency,4,,
6/21/2022 23:38:55,EnGuarde,"Autonomous vehicle surveillance and tracking service utilizing: a. Radar (See RADAR.)
b. ADS-B (See AUTOMATIC DEPENDENT
SURVEILLANCE−BROADCAST.)
c. WAM (See WIDE AREA MULTILATERATION.)",20,Emergency,4,,
6/21/2022 23:40:39,Cloud Metrics,Automated standard T RNAV approach for large autonomous vehicles operating in hybrid autonomy regions. Best for ensuring autonomous aircraft do not interfere or miscommunicate with legacy aircraft.,27,Flight Operations,1,,
6/21/2022 23:43:53,Berkeley Station (BRKLY),Apron in the Berkeley city center designed to accommodate medical and delivery drones with light accommodations for robotaxis. This vertiport is for smaller vehicles only.,25,Ground Operations,2,,
6/21/2022 23:46:48,AutoLand39,Assissted modified T RNAV approach for large autonomous aircraft. This service is ideal for low computation robotaxis needing landing at nonautonomous facilities.,22,Flight Operations,1,,
6/21/2022 23:48:37,Hook ,"Automated Standard I approach service including communication with ATC package and ability to integrate with nonautonomous systems airports, vertiports, and ground stations.",22,Flight Operations,1,,
6/21/2022 23:50:25,Metable,"Conversion software between autonomous communications and ATCSCC, ATCT, and ATC human reasoning. This service is free to use for all flight related operations.",23,Flight Operations,1,,
6/21/2022 23:52:00,Backet,Boundary light tuning software that accounts for visual disparities due to temperature and adverse conditons. Prevents blinding pilots and autonomous sensors.,21,Ground Operations,2,,
6/21/2022 23:57:18,Comewnicate,"A CTAF reasoner determines the best CTAF for the vehicles mission. This service helps separate RoboTaxis, manual airliners, and cargo drone communication networks",23,Flight Operations,1,,
6/21/2022 23:59:54,Restore Link,An emergency satellite CPDLC service for restoring reasoning data reasoning fabric communications in the event ground stations and unavailable at a waypoint.,22,Flight Operations,1,,
6/22/2022 0:03:41,IdME,Automated IDENT transactional service for verifying autonomous vehicles are legitimate when operating in hybrid automatic-human ATC waypoints increasing the secruity of local autonomous airspace.,24,Flight Operations,1,,
6/22/2022 0:05:08,Safe Space,ISR informational service provided for all aircraft in all regions with free unlimited connectivity included. This service is ideal for safe flight operations.,23,Flight Operations,1,,
6/28/2022 8:56:55,HistRain,A historical weather data provider that offers predictions on local weather based on historical cycles. Best for regional autonomous operations.,20,Weather,3,,
6/28/2022 9:02:44,DataViz,"Storm data visualization service using cloud point maps and topogology. This service serves raw data,  interpretation is left to drones and other services.",23,Weather,3,,
6/28/2022 9:04:55,UtiViz,"Precipitation modeling using onboard sensors. Enriched with historical stochastical models, this service provides accurate preciption modeling and prediction, perfect for adapting flight operations to weather events.",26,Weather,3,,
6/28/2022 9:06:34,ReRouter,"A service that uses historical and real time weather data to automatically modify and update flight plans based on current and historical data. This service is completely stochastical, ideal for aircraft with lower computational bandwidth.",35,Flight Operations,1,,
6/28/2022 9:20:55,QTR,"Automatic flight plan builder that chooses optimal routes for delivery drones. Using typical flight paths for delivery drones to optimize routes, maximize range, and minimize air time.",27,Flight Operations,1,,
6/28/2022 9:22:42,Tree,The purpose of the program is to mitigate the effects of en route constraints. It is a flexible program and may be implemented in various forms depending upon the needs of the air traffic system.,35,Flight Operations,1,,
6/28/2022 11:52:06,Preicipito,Water level measuring service to prevent and monitor flooding in vertiports and airports. This service uses vailable meterological data and is best paired with a precipitation modeling service.,28,Ground Operations,2,,
6/28/2022 12:01:02,Firebird,"Basic, high detail weather data in the northwestern California region. Also provides historical data and modeling for drones to make unguided decisions.",22,Weather,3,,
6/28/2022 12:02:27,LiFi,Light-based communication service offering message encoding and decoding for encrypted drone-ground station communication. Specialized hardware is required to utilize this service. ,21,Flight Operations,1,,
6/28/2022 12:04:01,AutoRad,Radio frequency transformer for data conversion between radio and high bandwidth frequencies. Allows for automatic and intelligent switching of communication protocols.,21,Flight Operations,1,,
7/11/2022 13:50:33,Flightronic,Automatic marshalling service for vertiports and hybdrid autonomy airports. This service required marshalling tugs and hardware. Increases safety and overall ground operation efficiency.,23,Ground Operations,2,,
7/13/2022 15:42:25,Dronetic,Docking manager for drone charging stations that enables near complete autonomy for a drone fleet. This service automatically allocates and deallocates drone docks at vertiports and syncs availability with the blockchain.,31,Ground Operations,2,,
7/13/2022 16:11:55,Spacelytics,Vehicle automatic flight and device logging. Uses onboard sensors and ground equipment to execute technical and mechanical checks while also logging system statuses and flight mission.,26,Ground Operations,2,,
7/14/2022 14:39:53,D-Ice,Automatic De-icing service for vertiports in harsh weather conditions such as mountains and the arctic. This service is optimized to use the minimal amount of energy needed to de-ice smaller aircraft.,31,Ground Operations,2,,
7/14/2022 14:50:02,Flutter Bot,ASOS data reporting service for emergency weather mapping and warning generations. This service only logs emergency events and does not discover or notify them.,24,Weather,3,,
7/14/2022 14:51:05,Flairjet,automatic fueling service for combustion powered vehicles. Ideal for large airports that already have autonomous marshalling services. This service integrates well with other autonomy and increases overall ground operation safety.,30,Ground Operations,2,,
7/14/2022 14:54:56,DATACOMM,"High density data transmission service. Can share flight plans, navigational data, advisories, and reports in a single ground station transmission",20,Flight Operations,1,,
7/19/2022 22:52:49,AERONAUTICAL INFORMATION MANUAL,"A FAA publication whose purpose is to instruct airmen about operating in the NAS of the U.S. Provides basic flight information, ATC Procedures and general instructional information concerning health, medical facts, factors affecting flight safety, and accident and hazard reporting.",40,Flight Operations,1,,
7/19/2022 22:56:55,AIR DEFENSE IDENTIFICATION ZONE (ADIZ)−,"The area of airspace over land or water, extending upward from the surface, within which the ready identification, the location, and the control of aircraft.",25,Flight Operations,1,,
7/19/2022 22:59:14,AIR TAXI,Used to describe a helicopter/VTOL aircraft movement conducted above the surface but normally not above 100 feet AGL. The aircraft may proceed either via hover taxi or flight at speeds more than 20 knots. ,34,Flight Operations,1,,
7/19/2022 22:59:37,AIR NAVIGATION FACILITY,"Any facility used in aid of air navigation, including landing areas, lights, any equipment for disseminating weather information, for signaling or radio-communication, and any other mechanism having a similar purpose for guiding flight in the air or landing and takeoff.",40,Flight Operations,1,,
7/19/2022 23:06:10,AIRCRAFT SURGE LAUNCH AND RECOVERY,Procedures used at USAF bases to provide increased launch and recovery rates in instrument flight rules conditions. This service autonomously follows these procedures for civilian ground station operations.,28,Ground Operations,2,,
7/19/2022 23:06:51,AIRMET,"In-flight weather advisories issued only to amend the area forecast concerning weather phenomena which are of operational interest to all aircraft and potentially hazardous to aircraft having limited capability because of lack of equipment, instrumentation, or pilot qualifications. ",38,Weather,3,,
7/19/2022 23:07:36,AIRPORT RESERVATION OFFICE,Office responsible for monitoring the operation of slot controlled airports. It receives and processes requests for unscheduled operations at slot controlled airports.,22,Ground Operations,2,,
7/19/2022 23:08:47,Skyward,"Skyward brings drone operations management to the Verizon IoT portfolio, simplifying drone operations and management for organizations of any size.",20,Flight Operations,1,,
7/19/2022 23:10:05,AIRPORT STREAM FILTER (ASF),An on/off filter that allows the conflict notification function to be inhibited for arrival streams into single or multiple airports to prevent nuisance alerts.,24,Ground Operations,2,,
7/19/2022 23:11:59,AIRPORT SURFACE DETECTION EQUIPMENT (ASDE),"Surveillance equipment specifically designed to detect aircraft, vehicular traffic, and other objects, on the surface of an airport, and to present the image on a tower display. ",27,Ground Operations,2,,
7/19/2022 23:12:42,AIRPORT TRAFFIC CONTROL SERVICE,A service provided by a control tower for aircraft operating on the movement area and in the vicinity of an airport.,21,Flight Operations,1,,
7/19/2022 23:13:18,Airstart,"The starting of an aircraft engine while the aircraft is airborne, preceded by engine shutdown during training flights or by actual engine failure.",23,Flight Operations,1,,
7/19/2022 23:14:56,AIRSPACE FLOW PROGRAM (AFP),AFP is a Traffic Management process administered by the ATCSCC where aircraft are assigned an Expect Departure Clearance Time (EDCT) in order to manage capacity and demand for a specific area of the National Airspace System. ,36,Flight Operations,1,,
7/19/2022 23:17:35,ALERFA,A situation wherein apprehension exists as to the safety of an aircraft and its occupants. This service is free to use for such circumstances and can relinquish control of an autonomous aircraft.,32,Emergency,4,,
7/19/2022 23:17:59,ALERTING SERVICE,A service provided to notify appropriate organizations regarding aircraft in need of search and rescue aid and assist such organizations as required.,22,Emergency,4,,
7/19/2022 23:19:46,ALTITUDE RESERVATION (ALTRV),Airspace utilization under prescribed conditions normally employed for the mass movement of aircraft or other special user requirements which cannot otherwise be accomplished. ALTRVs are approved by the appropriate FAA facility.,31,Flight Operations,1,,
7/19/2022 23:20:18,ALTITUDE RESTRICTION,"An altitude or altitudes, stated in the order flown, which are to be maintained until reaching a specific point or time. Altitude restrictions may be issued by ATC due to traffic, terrain, or other airspace considerations.",36,Flight Operations,1,,
7/19/2022 23:21:35,APPROACH CONTROL SERVICE,"Air traffic control service provided by an approach control facility for arriving and departing VFR/IFR aircraft and, on occasion, en route aircraft. At some airports not served by an approach control facility, the ARTCC provides limited approach control service.",39,Flight Operations,1,,
7/19/2022 23:22:34,APPROACH HOLD AREA,The locations on taxiways in the approach or departure areas of a runway designated to protect landing or departing aircraft. These locations are identified by signs and markings.,28,Ground Operations,2,,
7/19/2022 23:23:22,APRON,"A defined area on an airport or heliport intended to accommodate aircraft for purposes of loading or unloading passengers or cargo, refueling, parking, or maintenance. With regard to seaplanes, a ramp is used for access to the apron from the water.",41,Ground Operations,2,,
7/19/2022 23:24:26,APPROACH WITH VERTICAL GUIDANCE (APV),A term used to describe RNAV approach procedures that provide lateral and vertical guidance but do not meet the requirements to be considered a precision approach.,26,Flight Operations,1,,
7/19/2022 23:26:02,ARRESTING SYSTEM,"A safety device consisting of two major components, namely, engaging or catching devices and energy absorption devices for the purpose of arresting both tailhook and/or nontailhook-equipped aircraft. ",27,Emergency,4,,
7/19/2022 23:26:54,ATC PREFERRED ROUTE NOTIFICATION,"EDST notification to the appropriate controller of the need to determine if an ATC preferred route needs to be applied, based on destination airport.",24,Flight Operations,1,,
7/19/2022 23:27:55,ATC SECURITY SERVICES,"Communications and security tracking provided by an ATC facility in support of the DHS, the DOD, or other Federal security elements in the interest of national security. Such security services are only applicable within designated areas. ",36,Emergency,4,,
7/19/2022 23:29:20,ATC SECURITY TRACKING,"The continuous tracking of aircraft movement by an ATC facility in support of the DHS, the DOD, or other security elements for national security using radar (i.e., radar tracking) or other means (e.g., manual tracking) without providing basic radar services.",40,Emergency,4,,
7/19/2022 23:29:55,ATS SURVEILLANCE SERVICE [ICAO], A protocol used to indicate a service provided directly by means of an ATS surveillance system. Ideal for medium sized autonomous vehicles.,22,Emergency,4,,
7/19/2022 23:30:35,ATC SURVEILLANCE SOURCE,"Used by ATC for establishing identification, control and separation using a target depicted on an air traffic control facility’s video display that has met the relevant safety standards for operational use and received from one, or a combination, of surveillance services.",41,Emergency,4,,
7/19/2022 23:31:24,AUTOMATED INFORMATION TRANSFER (AIT),"A precoordinated process, specifically defined in facility directives, during which a transfer of altitude control and/or radar identification is accomplished without verbal coordination between controllers using information communicated in a full data block.",33,Flight Operations,1,,
7/19/2022 23:32:06,AUTOMATED MUTUAL-ASSISTANCE VESSEL RESCUE SYSTEM,"A facility which can deliver, in a matter of minutes, a surface picture (SURPIC) of vessels in the area of a potential or actual search and rescue incident, including their predicted positions and their characteristics.",35,Emergency,4,,
7/20/2022 0:01:06,AUTOMATED PROBLEM DETECTION (APD),An Automation Processing capability that compares trajectories in order to predict conflicts. Uses real time telemetry data for emergency collision avoidance and obstacle manuevering.,24,Emergency,4,,
7/20/2022 0:03:57,AUTOMATED PROBLEM DETECTION BOUNDARY (APB),The adapted distance beyond a facilities boundary defining the airspace within which EDST performs conflict detection. Automatically generates airspace restrictions for areas with conflicts.,24,Emergency,4,,
7/20/2022 0:05:09,AUTOMATED PROBLEM DETECTION INHIBITED AREA (APDIA),Airspace surrounding a terminal area within which APD is inhibited for all flights within that airspace. Air Passenger Duty restrictions are automatically initiated by another service.,26,Emergency,4,,
7/20/2022 0:05:59,AUTOMATED WEATHER SYSTEM,"Automated weather sensor platforms that collect weather data at airports and disseminate the weather information via radio. The systems currently consist of the Automated Surface Observing System (ASOS), Automated Weather Sensor System (AWSS) and Automated Weather Observation System (AWOS).",39,Weather,3,,
7/20/2022 0:07:08,AUTOMATIC DEPENDENT SURVEILLANCE− CONTRACT (ADS−C),"A data link position reporting system, controlled by a ground station, that establishes contracts with an aircraft’s avionics that occur automatically whenever specific events occur, or specific time intervals are reached.",31,Flight Operations,1,,
7/20/2022 0:07:56,AUTOMATED UNICOM,"Provides completely automated weather, radio check capability and airport advisory information on an Automated UNICOM system. These systems offer a variety of features, typically selectable by microphone clicks, on the UNICOM frequency. ",32,Weather,3,,
7/20/2022 0:08:31,AUTOMATIC CARRIER LANDING SYSTEM,"U.S. Navy final approach equipment consisting of precision tracking radar coupled to a computer data link to provide continuous information to the aircraft, monitoring capability to the pilot, and a backup approach system.",33,Flight Operations,1,,
7/20/2022 0:09:09,AUTOMATIC DEPENDENT SURVEILLANCE (ADS) [ICAO],"A surveillance technique in which aircraft automatically provide, via a data link, data derived from on−board navigation and position fixing systems, including aircraft identification, four dimensional position and additional data as appropriate.",32,Flight Operations,1,,
7/20/2022 0:10:06,AUTOMATIC DEPENDENT SURVEILLANCE− BROADCAST (ADS-B),"A surveillance system iwhere an aircraft is fitted with a data link transmitter. The aircraft or vehicle periodically broadcasts its GPS−derived position and velocity over the data link, which is received by a ground−based transmitter/receiver (transceiver) for processing and display.",40,Flight Operations,1,,
7/20/2022 0:10:37,AUTOMATIC DEPENDENT SURVEILLANCE− CONTRACT (ADS−C),"In certain applications, such as military, ADF operations may be based on airborne and ground transmitters in the VHF/UHF frequency spectrum.",21,Flight Operations,1,,
7/20/2022 0:11:31,AUTOMATIC DEPENDENT SURVEILLANCEREBROADCAST (ADS-R),A datalink translation function of the ADS−B ground system required to accommodate the two separate operating frequencies (978 MHz and 1090 MHz). The ADS−B system receives messages transmitted on one frequency and ADS−R translates the information for rebroadcast and use on the other frequency.,44,Flight Operations,1,,
7/20/2022 0:12:09,AUTOMATIC DIRECTION FINDER,An aircraft radio navigation system which senses and indicates the direction to a L/MF nondirectional radio beacon (NDB) ground transmitter. Direction is indicated to the pilot as a relative bearing to the longitudinal axis of the aircraft. ,37,Flight Operations,1,,
7/20/2022 0:17:21,CANADIAN MINIMUM NAVIGATION PERFORMANCE SPECIFICATION AIRSPACE,That portion of Canadian domestic airspace within which MNPS separation may be applied. This service handles protocol and communication switching automatically.,21,Flight Operations,1,,
7/20/2022 9:35:54,AVIATION WEATHER SERVICE,"A service provided by the National Weather Service (NWS) and FAA which collects and disseminates pertinent weather information for pilots, aircraft operators, and ATC. Available aviation weather reports and forecasts are displayed at each NWS office and FAA FSS.",39,Weather,3,,
7/20/2022 9:38:48,BLAST FENCE,A barrier that is used to divert or dissipate jet or propeller blast. These barricades can be installed at vertiports to prevent wind and noise pollution to nearby businesses.,29,Ground Operations,2,,
7/20/2022 9:43:09,BUFFER AREA,"As applied to an MVA or MIA chart, a depicted three or five NM radius sector isolating a displayed obstacle for which the sector is established. A portion of a buffer area can also be inclusive of a MVA/MIA sector polygon boundary.",42,Flight Operations,1,,
7/20/2022 10:51:01,CENTER TRACON AUTOMATION SYSTEM (CTAS),A computerized set of programs designed to aid Air Route Traffic Control Centers and TRACONs in the management and control of air traffic.,23,Flight Operations,1,,
7/20/2022 10:51:40,CENTER WEATHER ADVISORY,An unscheduled weather advisory issued by Center Weather Service Unit meteorologists for ATC use to alert pilots of existing or anticipated adverse weather conditions within the next 2 hours. A CWA may modify or redefine a SIGMET.,37,Weather,3,,
7/20/2022 10:52:11,CHART SUPPLEMENT U.S.,"A publication designed primarily as a pilot’s operational manual containing all airports, seaplane bases, and heliports open to the public including communications data, navigational facilities, and certain special notices and procedures. This publication is issued in seven volumes according to geographical area.",42,Flight Operations,1,,
7/20/2022 13:28:54,Auto Flight System,"The units and components that furnish a means of automatically controlling flight of the aircraft. Includes components controlling direction, heading, attitude, altitude, and speed. Use this code when there is insufficient information to file in a more specific JASC 2200 series code. ",42,Flight Operations,1,,
7/20/2022 13:31:46,COMBINED CENTER-RAPCON,An air traffic facility which combines the functions of an ARTCC and a radar approach control facility for communication relaying with reasoning services.,23,Ground Operations,2,,
7/20/2022 13:35:19,DATA LINK AUTOMATIC TERMINAL INFORMATION SERVICE (D−ATIS) [ICAO]−,The provision of ATIS via data link. The data is packaged into a JSON format and compressed for low bandwidth communication.,21,Flight Operations,1,,
7/20/2022 13:36:28,DECODER,The device used to decipher signals received from ATCRBS transponders to effect their display as select codes. This service handles automatic decyphering.,22,Flight Operations,1,,
7/20/2022 13:39:52,DEPARTURE SEQUENCING PROGRAM,A program designed to assist in achieving a specified interval over a common point for departures. Creates a queue of departures and maps them to optimal common points.,28,Flight Operations,1,,
7/20/2022 13:41:45,DIGITAL TERMINAL AUTOMATION SYSTEM (DTAS),A system where digital radar and beacon data is presented on digital displays and the operational program monitors the system performance on a real−time basis.,25,Flight Operations,1,,
7/20/2022 13:45:08,DISTANCE MEASURING EQUIPMENT (DME),"The equipment used to measure, in nautical miles, the slant range distance of an aircraft from the DME navigational aid.",20,Ground Operations,2,,
7/20/2022 13:46:01,DVFR FLIGHT PLAN," A flight plan filed for a VFR aircraft which intends to operate in airspace within which the ready identification, location, and control of aircraft are required in the interest of national security.",32,Flight Operations,1,,
7/20/2022 13:48:37,EMERGENCY LOCATOR TRANSMITTER,"A radio transmitter attached to the aircraft structure which operates from its own power source on 121.5 MHz and 243.0 MHz. Automatic location finding. Pulsates, 2-4 times per second. ",29,Emergency,4,,
7/20/2022 13:49:38,ENHANCED FLIGHT VISION SYSTEM (EFVS),"An EFVS is an installed aircraft system which provides a display of the forward external scene topography through the use of imaging sensors, including but not limited to forward−looking infrared, millimeter wave radiometry, millimeter wave radar, or low−light level image intensification. ",41,Flight Operations,1,,
7/20/2022 13:50:41,EN ROUTE AUTOMATION SYSTEM (EAS),"Environment consisting of situation display systems, surveillance systems and flight data processing, remote devices, decision support tools, and the related communications equipment that form the heart of the automated IFR air traffic control system.",34,Flight Operations,1,,
7/20/2022 13:52:25,EN ROUTE DECISION SUPPORT TOOL,An automated tool provided at each Radar Associate position in selected En Route facilities. This tool utilizes flight and radar data to determine present and future trajectories for all active and proposal aircraft and provides enhanced automated flight data management.,40,Flight Operations,1,,
7/20/2022 13:52:56,EN ROUTE SPACING PROGRAM (ESP),"A automated program designed to assist the exit sector in achieving the required in-trail spacing. This service is designed for smaller, automated trail spacing for drones.",26,Flight Operations,1,,
7/20/2022 13:54:28,FINAL MONITOR AID,"Controller alert system hardware/software used to monitor the no transgression zone (NTZ) during simultaneous parallel approach operations. Includes alert algorithms providing target predictors, an alert when a target penetrates or is predicted to penetrate the NTZ, synthesized alerts, and digital mapping.",41,Flight Operations,1,,
7/20/2022 13:55:01,FINAL CONTROLLER,The controller providing information and final approach guidance during PAR and ASR approaches utilizing high resolution radar equipment that can track small drones.,23,Flight Operations,1,,
7/20/2022 13:55:26,FINAL GUARD SERVICE,A value added service provided in conjunction with LAA/RAA only during periods of significant and fast changing weather conditions that may affect landing and takeoff operations.,26,Weather,3,,
7/20/2022 13:58:27,FIX BALANCING,A process whereby aircraft are evenly distributed over several available arrival fixes reducing delays and controller workload. Automating this process with this n ,23,Flight Operations,1,,
7/20/2022 14:05:36,FLIGHT CHECK,"A call-sign prefix used by FAA aircraft engaged in flight inspection/certification of navigational aids and flight procedures. The word “recorded” may be added as a suffix; e.g., “Flight Check 320 recorded” to indicate that an automated flight inspection is in progress in terminal areas.",44,Flight Operations,1,,
7/20/2022 16:50:56,FLIGHT INFORMATION SERVICE,A service provided for the purpose of giving advice and information useful for the safe and efficient conduct of flights.,20,Flight Operations,1,,
7/20/2022 16:51:35,FLIGHT MANAGEMENT SYSTEMS,A computer system that uses a large data base to allow routes to be preprogrammed and fed into the system by a data loader. The system is constantly updated with respect to position accuracy by reference to conventional navigation aids. ,40,Flight Operations,1,,
7/20/2022 16:52:13,FLIGHT INSPECTION,Inflight investigation and evaluation of a navigational aid to determine whether the flight plan meets established tolerances. Provides second layer of stability for long range drone operations,27,Flight Operations,1,,
7/20/2022 16:52:52,FLIGHT RECORDER [ICAO],Any type of recorder installed in the aircraft for the purpose of complementing accident/incident investigation. The service uploads backups of recording equipment to the blockchain for secure and reliable storage.,30,Emergency,4,,
7/20/2022 16:53:17,FLY HEADING (DEGREES),"Informs the pilot of the recommended heading. The pilot may have to turn to, or continue on, a specific compass direction in order to comply with ATC instructions and is expected to turn in the shorter direction to the heading unless otherwise instructed.",43,Flight Operations,1,,
7/20/2022 16:54:05,FLIGHT SERVICE STATION (FSS),"An air traffic facility which provides pilot briefings, flight plan processing, en route flight advisories, search and rescue services, and assistance to lost aircraft and aircraft in emergency situations. ",29,Ground Operations,2,,
7/20/2022 16:54:39,FLIGHT STANDARDS DISTRICT OFFICE,An FAA field office serving an assigned geographical area and staffed with Flight Standards personnel who serve the aviation industry and the general public on matters relating to the certification and operation of air carrier and general aviation aircraft. ,39,Ground Operations,2,,
7/20/2022 16:56:27,FUSION [STARS/CARTS],"The combination of all available surveillance sources (airport surveillance radar [ASR], air route surveillance radar [ARSR], ADS-B, etc.) into the display of a single tracked target for air traffic control separation services. FUSION is the equivalent of the current single-sensor radar display. ",42,Ground Operations,2,,
7/20/2022 16:57:12,FRICTION MEASUREMENT,"A measurement of the friction characteristics of the runway pavement surface using continuous self-watering friction measurement equipment in accordance with the specifications, procedures and schedules contained in AC 150/5320−12, Measurement, Construction, and Maintenance of Skid Resistant Airport Pavement Surfaces.",39,Flight Operations,1,,
7/20/2022 16:58:02,GATE HOLD PROCEDURES,Procedures at selected airports to hold aircraft at the gate or other ground location whenever departure delays exceed or are anticipated to exceed 15 minutes. The sequence for departure will be maintained in accordance with initial call−up unless modified by flow control restrictions. ,43,Ground Operations,2,,
7/20/2022 16:59:16,GEO MAP,The digitized map markings associated with the ASR-9 Radar System. Visualizes the positions and routes of airacraft detected by the ASR-9 system.,22,Flight Operations,1,,
